actor_a,actor_b,weight
Rajinikanth,Samuthirakani,1
Bridger Zadina,Creed Bratton,1
Bridger Zadina,Jacob Wysocki,1
Bridger Zadina,John C. Reilly,1
Creed Bratton,Jacob Wysocki,1
Creed Bratton,John C. Reilly,1
Jacob Wysocki,John C. Reilly,1
Eduardo Noriega,Magaly Solier,1
Eduardo Noriega,Sam Shepard,1
Eduardo Noriega,Stephen Rea,1
Magaly Solier,Sam Shepard,1
Magaly Solier,Stephen Rea,1
Sam Shepard,Stephen Rea,1
Cathy Cavadini,Elizabeth Daily,1
Cathy Cavadini,Roger Jackson,1
Cathy Cavadini,Tara Strong,1
Elizabeth Daily,Roger Jackson,1
Lijeesh,Yogi Babu,1
Roger Jackson,Tara Strong,1
Goran Visnjic,Jonathan Tucker,1
Goran Visnjic,Peter Donat,1
Goran Visnjic,Tilda Swinton,1
Jonathan Tucker,Peter Donat,1
Jonathan Tucker,Tilda Swinton,1
Peter Donat,Tilda Swinton,1
Adele Haenel,Jeremie Renier,1
Adele Haenel,Louka Minnella,1
Adele Haenel,Olivier Bonnaud,1
Jeremie Renier,Louka Minnella,1
Jeremie Renier,Olivier Bonnaud,1
Louka Minnella,Olivier Bonnaud,1
Alwara Hofels,Matthias Schweighofer,1
Alwara Hofels,Nora Tschirner,1
Alwara Hofels,Til Schweiger,1
Matthias Schweighofer,Nora Tschirner,1
Anjali,Anjali Ameer,1
Nora Tschirner,Til Schweiger,1
Colin Farrell,Jamie Sives,1
Colin Farrell,Kelly Reilly,1
Colin Farrell,Paz Vega,1
Jamie Sives,Kelly Reilly,1
Jamie Sives,Paz Vega,1
Kelly Reilly,Paz Vega,1
Christie Burson,Dan Fogler,1
Christie Burson,Josh Duhamel,1
Christie Burson,Miracle Laurie,1
Dan Fogler,Josh Duhamel,1
Dan Fogler,Miracle Laurie,1
Josh Duhamel,Miracle Laurie,1
Cengiz Coskun,Devrim Evin,1
Cengiz Coskun,Dilek Serbest,1
Cengiz Coskun,Ibrahim Celikkol,1
Devrim Evin,Dilek Serbest,1
Devrim Evin,Ibrahim Celikkol,1
Dilek Serbest,Ibrahim Celikkol,1
Alison Pill,Bill Pullman,1
Alison Pill,Chris Owen,1
Alison Pill,Jamie Bell,1
Bill Pullman,Chris Owen,1
Bill Pullman,Jamie Bell,1
Chris Owen,Jamie Bell,1
Sonakshi Sinha,Taapsee Pannu,1
Sonakshi Sinha,Vidya Balan,1
Taapsee Pannu,Vidya Balan,1
Ali Catalbas,Aydemir Akbas,1
Ali Catalbas,Hakan Ural,1
Ali Catalbas,Safak Sezer,1
Aydemir Akbas,Hakan Ural,1
Aydemir Akbas,Safak Sezer,1
Hakan Ural,Safak Sezer,1
Priyanka Arulmohan,Saranya Ponvannan,1
Priyanka Arulmohan,Sathyaraj,1
Priyanka Arulmohan,Suriya,1
Saranya Ponvannan,Sathyaraj,1
Sathyaraj,Suriya,1
Barbara Lourens,Melike Guner,1
Barbara Lourens,Sezai Paracikoglu,1
Barbara Lourens,Sinan Caliskanoglu,1
Melike Guner,Sezai Paracikoglu,1
Melike Guner,Sinan Caliskanoglu,1
Sezai Paracikoglu,Sinan Caliskanoglu,1
Ajith Kumar,Anikha Surendran,1
Ajith Kumar,Jagapathi Babu,1
Anikha Surendran,Jagapathi Babu,1
Anikha Surendran,Nayanthara,1
Jagapathi Babu,Nayanthara,1
Aamir Khan,Coral Beed,1
Aamir Khan,Toby Stephens,1
Coral Beed,Rani Mukerji,1
Coral Beed,Toby Stephens,1
Rani Mukerji,Toby Stephens,1
Altan Erkekli,Tarik Akan,1
Demet Akbag,Tarik Akan,1
Tarik Akan,Yilmaz Erdogan,1
Elizabeth Kaluev,Kaitlyn Dever,1
Elizabeth Kaluev,Lauren L. Murray,1
Elizabeth Kaluev,Zack Duhame,1
Kaitlyn Dever,Lauren L. Murray,1
Kaitlyn Dever,Zack Duhame,1
Lauren L. Murray,Zack Duhame,1
Andrew Barth Feldman,Jennifer Lawrence,1
Andrew Barth Feldman,Laura Benanti,1
Andrew Barth Feldman,Matthew Broderick,1
Jennifer Lawrence,Laura Benanti,1
Jennifer Lawrence,Matthew Broderick,1
Laura Benanti,Matthew Broderick,1
Dolph Lundgren,Jason Statham,1
Dolph Lundgren,Jet Li,1
Dolph Lundgren,Sylvester Stallone,1
Anjali,Mammootty,1
Anjali,Sadhana,1
Anjali Ameer,Mammootty,1
Grace Caroline Currey,Jeffrey Dean Morgan,1
Grace Caroline Currey,Mason Gooding,1
Grace Caroline Currey,Virginia Gardner,1
Jeffrey Dean Morgan,Mason Gooding,1
Jeffrey Dean Morgan,Virginia Gardner,1
Mason Gooding,Virginia Gardner,1
Allison Williams,Amie Donald,1
Allison Williams,Ronny Chieng,1
Allison Williams,Violet Mcgraw,1
Amie Donald,Ronny Chieng,1
Amie Donald,Violet Mcgraw,1
Ronny Chieng,Violet Mcgraw,1
Anjali Ameer,Sadhana,1
Adrienne King,Jeannine Taylor,1
Adrienne King,Robbi Morgan,1
Betsy Palmer,Jeannine Taylor,1
Betsy Palmer,Robbi Morgan,1
Jeannine Taylor,Robbi Morgan,1
Awkwafina,Ben Schwartz,1
Awkwafina,Nicholas Hoult,1
Awkwafina,Nicolas Cage,1
Ben Schwartz,Nicholas Hoult,1
Ben Schwartz,Nicolas Cage,1
Adam Sandler,Brooklyn Decker,1
Mammootty,Sadhana,1
Adam Sandler,Nicole Kidman,1
Brooklyn Decker,Jennifer Aniston,1
Brooklyn Decker,Nicole Kidman,1
Jennifer Aniston,Nicole Kidman,1
Annalee Jefferies,Mario Zuniga Benavides,1
Annalee Jefferies,Scoot Mcnairy,1
Annalee Jefferies,Whitney Able,1
Mario Zuniga Benavides,Scoot Mcnairy,1
Mario Zuniga Benavides,Whitney Able,1
Scoot Mcnairy,Whitney Able,1
Deborah Kara Unger,Elias Koteas,1
Deborah Kara Unger,Holly Hunter,1
Deborah Kara Unger,James Spader,1
Elias Koteas,Holly Hunter,1
Elias Koteas,James Spader,1
Holly Hunter,James Spader,1
Fairuza Balk,Neve Campbell,1
Fairuza Balk,Rachel True,1
Fairuza Balk,Robin Tunney,1
Neve Campbell,Rachel True,1
Neve Campbell,Robin Tunney,1
Rachel True,Robin Tunney,1
Glenn Beck,Jordan Belfi,1
Glenn Beck,Sean Patrick Flanery,1
Glenn Beck,Tom Ohmer,1
Jordan Belfi,Sean Patrick Flanery,1
Jordan Belfi,Tom Ohmer,1
Sean Patrick Flanery,Tom Ohmer,1
Adam Driver,Daisy Ridley,1
Adam Driver,John Boyega,1
Adam Driver,Oscar Isaac,1
Chris Cock,Evelyn Claire,1
Chris Cock,Sofia Kappel,1
Chris Cock,Zelda Morrison,1
Evelyn Claire,Sofia Kappel,1
Evelyn Claire,Zelda Morrison,1
Sofia Kappel,Zelda Morrison,1
Alice Eve,Jay Baruchel,1
Alice Eve,Mike Vogel,1
Alice Eve,T.J. Miller,1
Jay Baruchel,Mike Vogel,1
Jay Baruchel,T.J. Miller,1
Billy Crudup,Danny Mcbride,1
Billy Crudup,Katherine Waterston,1
Billy Crudup,Michael Fassbender,1
Danny Mcbride,Katherine Waterston,1
Danny Mcbride,Michael Fassbender,1
Katherine Waterston,Michael Fassbender,1
Luke Wilson,Matthew Davis,1
Luke Wilson,Reese Witherspoon,1
Luke Wilson,Selma Blair,1
Matthew Davis,Reese Witherspoon,1
Matthew Davis,Selma Blair,1
Cara Delevingne,Clive Owen,1
Cara Delevingne,Dane Dehaan,1
Cara Delevingne,Rihanna,1
Clive Owen,Dane Dehaan,1
Clive Owen,Rihanna,1
Dane Dehaan,Rihanna,1
John Travolta,Laura Harring,1
Erdal Ozyagcilar,Fusun Demirel,1
John Travolta,Thomas Jane,1
Laura Harring,Samantha Mathis,1
Laura Harring,Thomas Jane,1
Samantha Mathis,Thomas Jane,1
Erdal Ozyagcilar,Nilgun Nazli,1
Erdal Ozyagcilar,Sener Sen,1
Fusun Demirel,Nilgun Nazli,1
Fusun Demirel,Sener Sen,1
Nilgun Nazli,Sener Sen,1
Annette Bening,Jack Nicholson,1
Annette Bening,Pierce Brosnan,1
Annette Bening,Sarah Jessica Parker,1
Jack Nicholson,Pierce Brosnan,1
Jack Nicholson,Sarah Jessica Parker,1
Cillian Murphy,Matt Damon,1
Andy Serkis,Cynthia Erivo,1
Andy Serkis,Dermot Crowley,1
Andy Serkis,Idris Elba,1
Cynthia Erivo,Dermot Crowley,1
Cynthia Erivo,Idris Elba,1
Dermot Crowley,Idris Elba,1
Aaron Taylor-Johnson,Bryan Cranston,1
Aaron Taylor-Johnson,Elizabeth Olsen,1
Aaron Taylor-Johnson,Ken Watanabe,1
Bryan Cranston,Elizabeth Olsen,1
Bryan Cranston,Ken Watanabe,1
Elizabeth Olsen,Ken Watanabe,1
Anne Hathaway,Heather Matarazzo,1
Cillian Murphy,Robert Downey Jr.,1
Emily Blunt,Robert Downey Jr.,1
Heather Matarazzo,Hector Elizondo,1
Heather Matarazzo,Julie Andrews,1
Matt Damon,Robert Downey Jr.,1
Alice Bahlke,Danny Bellini,1
Alice Bahlke,Gore Abrams,1
Alice Bahlke,Theodore Bouloukos,1
Danny Bellini,Gore Abrams,1
Danny Bellini,Theodore Bouloukos,1
Gore Abrams,Theodore Bouloukos,1
Dan Byrd,Emilie De Ravin,1
Dan Byrd,Kathleen Quinlan,1
Dan Byrd,Ted Levine,1
Emilie De Ravin,Kathleen Quinlan,1
Emilie De Ravin,Ted Levine,1
Kathleen Quinlan,Ted Levine,1
Amr Waked,Choi Min-Sik,1
Amr Waked,Morgan Freeman,1
Amr Waked,Scarlett Johansson,1
Choi Min-Sik,Morgan Freeman,1
Choi Min-Sik,Scarlett Johansson,1
Morgan Freeman,Scarlett Johansson,1
Charles Dance,Charles S. Dutton,1
Charles Dance,Paul Mcgann,1
Charles Dance,Sigourney Weaver,1
Charles S. Dutton,Paul Mcgann,1
Charles S. Dutton,Sigourney Weaver,1
Paul Mcgann,Sigourney Weaver,1
Alyson Hannigan,Shannon Elizabeth,1
Jason Biggs,Shannon Elizabeth,1
Seann William Scott,Shannon Elizabeth,1
Andrew Kevin Walker,Brad Pitt,1
Anna Kendrick,Zooey Deschanel,1
Christopher Mintz-Plasse,Justin Timberlake,1
Christopher Mintz-Plasse,Zooey Deschanel,1
Justin Timberlake,Zooey Deschanel,1
Adam Sandler,Burt Reynolds,1
Andrew Kevin Walker,Kevin Spacey,1
Adam Sandler,Nelly,1
Burt Reynolds,Chris Rock,1
Burt Reynolds,Nelly,1
Chris Rock,Nelly,1
Adam Sandler,Cole Sprouse,1
Adam Sandler,Joey Lauren Adams,1
Adam Sandler,Jon Stewart,1
Cole Sprouse,Joey Lauren Adams,1
Cole Sprouse,Jon Stewart,1
Joey Lauren Adams,Jon Stewart,1
Danny Huston,Frederick Schmidt,1
Danny Huston,Gerard Butler,1
Danny Huston,Rocci Boy Williams,1
Frederick Schmidt,Gerard Butler,1
Frederick Schmidt,Rocci Boy Williams,1
Gerard Butler,Rocci Boy Williams,1
Brenton Thwaites,Jeff Bridges,1
Brenton Thwaites,Meryl Streep,1
Brenton Thwaites,Taylor Swift,1
Jeff Bridges,Meryl Streep,1
Jeff Bridges,Taylor Swift,1
Meryl Streep,Taylor Swift,1
A.J. Langer,Brandon Quintin Adams,1
A.J. Langer,Everett Mcgill,1
A.J. Langer,Wendy Robie,1
Brandon Quintin Adams,Everett Mcgill,1
Brandon Quintin Adams,Wendy Robie,1
Everett Mcgill,Wendy Robie,1
Colton James,Jennifer Lopez,1
Colton James,Vince Vaughn,1
Colton James,Vincent D'Onofrio,1
Jennifer Lopez,Vince Vaughn,1
Jennifer Lopez,Vincent D'Onofrio,1
Vince Vaughn,Vincent D'Onofrio,1
Amanda Bynes,Channing Tatum,1
Amanda Bynes,Laura Ramsey,1
Amanda Bynes,Vinnie Jones,1
Channing Tatum,Laura Ramsey,1
Channing Tatum,Vinnie Jones,1
Laura Ramsey,Vinnie Jones,1
Britt Robertson,George Clooney,1
Britt Robertson,Hugh Laurie,1
Britt Robertson,Raffey Cassidy,1
George Clooney,Hugh Laurie,1
George Clooney,Raffey Cassidy,1
Hugh Laurie,Raffey Cassidy,1
Adam Goldberg,Kate Hudson,1
Adam Goldberg,Kathryn Hahn,1
Adam Goldberg,Matthew Mcconaughey,1
Kate Hudson,Kathryn Hahn,1
Andrew Kevin Walker,Morgan Freeman,1
Kathryn Hahn,Matthew Mcconaughey,1
Kristine Sutherland,Marcia Strassman,1
Kristine Sutherland,Matt Frewer,1
Kristine Sutherland,Rick Moranis,1
Marcia Strassman,Matt Frewer,1
Brad Pitt,Kevin Spacey,1
Matt Frewer,Rick Moranis,1
Gerard Butler,Morena Baccarin,1
Gerard Butler,Roger Dale Floyd,1
Gerard Butler,Scott Glenn,1
Morena Baccarin,Roger Dale Floyd,1
Morena Baccarin,Scott Glenn,1
Roger Dale Floyd,Scott Glenn,1
Jay Ellis,Logan Miller,1
Jay Ellis,Taylor Russell,1
Jay Ellis,Tyler Labine,1
Brad Pitt,Morgan Freeman,1
Logan Miller,Tyler Labine,1
Taylor Russell,Tyler Labine,1
Anna Kendrick,Hailee Steinfeld,1
Brittany Snow,Hailee Steinfeld,1
Hailee Steinfeld,Rebel Wilson,1
Denise Richards,Pierce Brosnan,1
Denise Richards,Robert Carlyle,1
Denise Richards,Sophie Marceau,1
Pierce Brosnan,Robert Carlyle,1
Pierce Brosnan,Sophie Marceau,1
Robert Carlyle,Sophie Marceau,1
Chiara Aurelia,Connie Britton,1
Chiara Aurelia,Finn Wittrock,1
Chiara Aurelia,Mila Kunis,1
Connie Britton,Finn Wittrock,1
Connie Britton,Mila Kunis,1
Finn Wittrock,Mila Kunis,1
Ewan Mcgregor,Halle Berry,1
Ewan Mcgregor,Mel Brooks,1
Ewan Mcgregor,Robin Williams,1
Halle Berry,Mel Brooks,1
Halle Berry,Robin Williams,1
Mel Brooks,Robin Williams,1
Hugh Jackman,Laura Dern,1
Hugh Jackman,Shin-Fei Chen,1
Hugh Jackman,Vanessa Kirby,1
Laura Dern,Shin-Fei Chen,1
Laura Dern,Vanessa Kirby,1
Shin-Fei Chen,Vanessa Kirby,1
Anna Faris,Ben Kingsley,1
Anna Faris,John C. Reilly,1
Anna Faris,Sacha Baron Cohen,1
Ben Kingsley,John C. Reilly,1
Ben Kingsley,Sacha Baron Cohen,1
Adam Sandler,Christopher Walken,1
Adam Sandler,David Hasselhoff,1
Adam Sandler,Kate Beckinsale,1
Christopher Walken,David Hasselhoff,1
Christopher Walken,Kate Beckinsale,1
David Hasselhoff,Kate Beckinsale,1
David Morse,Elijah Wood,1
David Morse,Macaulay Culkin,1
David Morse,Wendy Crewson,1
Elijah Wood,Macaulay Culkin,1
Elijah Wood,Wendy Crewson,1
Macaulay Culkin,Wendy Crewson,1
Andrew Mccarthy,Demi Moore,1
Andrew Mccarthy,Emilio Estevez,1
Anthony Hopkins,Jodie Foster,1
Demi Moore,Emilio Estevez,1
Anthony Hopkins,Kasi Lemmons,1
Emilio Estevez,Rob Lowe,1
Aaron Paul,Dominic Cooper,1
Anthony Hopkins,Lawrence A. Bonney,1
Aaron Paul,Kid Cudi,1
Dominic Cooper,Imogen Poots,1
Dominic Cooper,Kid Cudi,1
Imogen Poots,Kid Cudi,1
Peter Ferdinando,Rhona Mitra,1
Peter Ferdinando,Stacy Martin,1
Peter Ferdinando,Theo James,1
Rhona Mitra,Stacy Martin,1
Rhona Mitra,Theo James,1
Stacy Martin,Theo James,1
Elisha Cuthbert,Josh Duhamel,1
Elisha Cuthbert,Mel Gibson,1
Elisha Cuthbert,Nestor Carbonell,1
Josh Duhamel,Mel Gibson,1
Josh Duhamel,Nestor Carbonell,1
Mel Gibson,Nestor Carbonell,1
Eva Noblezada,Jane Fonda,1
Eva Noblezada,Simon Pegg,1
Eva Noblezada,Whoopi Goldberg,1
Jane Fonda,Simon Pegg,1
Jane Fonda,Whoopi Goldberg,1
Simon Pegg,Whoopi Goldberg,1
Adjoa Andoh,Lily Rabe,1
Adjoa Andoh,Lucy Capri,1
Adjoa Andoh,Sam Worthington,1
Lily Rabe,Lucy Capri,1
Lily Rabe,Sam Worthington,1
Lucy Capri,Sam Worthington,1
Alan Alda,Helen Hunt,1
Alan Alda,Marisa Tomei,1
Alan Alda,Mel Gibson,1
Helen Hunt,Marisa Tomei,1
Helen Hunt,Mel Gibson,1
Marisa Tomei,Mel Gibson,1
Matthias Schweighofer,Nathalie Emmanuel,1
Matthias Schweighofer,Ruby O. Fee,1
Matthias Schweighofer,Stuart Martin,1
Nathalie Emmanuel,Ruby O. Fee,1
Nathalie Emmanuel,Stuart Martin,1
Ruby O. Fee,Stuart Martin,1
Alexander Godunov,Maureen Stapleton,1
Alexander Godunov,Shelley Long,1
Alexander Godunov,Tom Hanks,1
Maureen Stapleton,Shelley Long,1
Maureen Stapleton,Tom Hanks,1
Shelley Long,Tom Hanks,1
Dylan Baker,Michael Wincott,1
Dylan Baker,Monica Potter,1
Dylan Baker,Morgan Freeman,1
Michael Wincott,Monica Potter,1
Michael Wincott,Morgan Freeman,1
Monica Potter,Morgan Freeman,1
Jon Hamm,Michael Keaton,1
Jon Hamm,Pierre Coffin,1
Jon Hamm,Sandra Bullock,1
Michael Keaton,Pierre Coffin,1
Michael Keaton,Sandra Bullock,1
Pierre Coffin,Sandra Bullock,1
Dianne Wiest,Eiza Gonzalez,1
Dianne Wiest,Peter Dinklage,1
Dianne Wiest,Rosamund Pike,1
Eiza Gonzalez,Peter Dinklage,1
Eiza Gonzalez,Rosamund Pike,1
Peter Dinklage,Rosamund Pike,1
Dane Dehaan,Ivo Nandi,1
Dane Dehaan,Jason Isaacs,1
Dane Dehaan,Mia Goth,1
Ivo Nandi,Jason Isaacs,1
Ivo Nandi,Mia Goth,1
Jason Isaacs,Mia Goth,1
Kal Penn,Ryan Reynolds,1
Kal Penn,Tara Reid,1
Kal Penn,Tim Matheson,1
Ryan Reynolds,Tara Reid,1
Ryan Reynolds,Tim Matheson,1
Tara Reid,Tim Matheson,1
Alexander Skarsgard,Andrea Riseborough,1
Alexander Skarsgard,Emily Alyn Lind,1
Alexander Skarsgard,Steven Elliot,1
Andrea Riseborough,Emily Alyn Lind,1
Andrea Riseborough,Steven Elliot,1
Emily Alyn Lind,Steven Elliot,1
Charlize Theron,Jae Head,1
Charlize Theron,Jason Bateman,1
Jae Head,Jason Bateman,1
Jae Head,Will Smith,1
Jason Bateman,Will Smith,1
Anton Yelchin,Colin Farrell,1
Anton Yelchin,David Tennant,1
Anton Yelchin,Toni Collette,1
Colin Farrell,David Tennant,1
Colin Farrell,Toni Collette,1
David Tennant,Toni Collette,1
Charlie Sheen,Chris O'Donnell,1
Charlie Sheen,Oliver Platt,1
Chris O'Donnell,Kiefer Sutherland,1
Chris O'Donnell,Oliver Platt,1
Kiefer Sutherland,Oliver Platt,1
Alex Roe,Emory Cohen,1
Alex Roe,Maika Monroe,1
Alex Roe,Timothee Chalamet,1
Emory Cohen,Maika Monroe,1
Emory Cohen,Timothee Chalamet,1
Maika Monroe,Timothee Chalamet,1
Dwayne Johnson,Jon Bernthal,1
Dwayne Johnson,Rafi Gavron,1
Dwayne Johnson,Susan Sarandon,1
Jon Bernthal,Rafi Gavron,1
Jon Bernthal,Susan Sarandon,1
Rafi Gavron,Susan Sarandon,1
Dave Franco,Jesse Eisenberg,1
Dave Franco,Mark Ruffalo,1
Dave Franco,Woody Harrelson,1
Deborah Foreman,Elizabeth Daily,1
Deborah Foreman,Michael Bowen,1
Deborah Foreman,Nicolas Cage,1
Elizabeth Daily,Michael Bowen,1
Elizabeth Daily,Nicolas Cage,1
Michael Bowen,Nicolas Cage,1
Albert Brooks,Dan Aykroyd,1
Albert Brooks,Doug Mcgrath,1
Albert Brooks,Vic Morrow,1
Dan Aykroyd,Doug Mcgrath,1
Dan Aykroyd,Vic Morrow,1
Doug Mcgrath,Vic Morrow,1
Adrien Brody,Alice Braga,1
Adrien Brody,Laurence Fishburne,1
Adrien Brody,Topher Grace,1
Alice Braga,Laurence Fishburne,1
Alice Braga,Topher Grace,1
Laurence Fishburne,Topher Grace,1
Danny Devito,Ed Helms,1
Danny Devito,Taylor Swift,1
Danny Devito,Zac Efron,1
Ed Helms,Taylor Swift,1
Ed Helms,Zac Efron,1
Taylor Swift,Zac Efron,1
Bette Midler,Diane Keaton,1
Bette Midler,Goldie Hawn,1
Bette Midler,Maggie Smith,1
Diane Keaton,Goldie Hawn,1
Diane Keaton,Maggie Smith,1
Goldie Hawn,Maggie Smith,1
Benicio Del Toro,David Harbour,1
Benicio Del Toro,Don Cheadle,1
Benicio Del Toro,Jon Hamm,1
David Harbour,Don Cheadle,1
David Harbour,Jon Hamm,1
Don Cheadle,Jon Hamm,1
Benedict Cumberbatch,Cameron Seely,1
Benedict Cumberbatch,Pharrell Williams,1
Benedict Cumberbatch,Rashida Jones,1
Cameron Seely,Pharrell Williams,1
Cameron Seely,Rashida Jones,1
Pharrell Williams,Rashida Jones,1
Berant Zhu,Regina Lei,1
Berant Zhu,Tzu-Chiang Wang,1
Berant Zhu,Ying-Ru Chen,1
Regina Lei,Tzu-Chiang Wang,1
Regina Lei,Ying-Ru Chen,1
Tzu-Chiang Wang,Ying-Ru Chen,1
Billy Eichner,Guy Branum,1
Billy Eichner,Luke Macfarlane,1
Billy Eichner,Miss Lawrence,1
Guy Branum,Luke Macfarlane,1
Guy Branum,Miss Lawrence,1
Luke Macfarlane,Miss Lawrence,1
Harry Simpson,Michael Smiley,1
Harry Simpson,Myanna Buring,1
Harry Simpson,Neil Maskell,1
Michael Smiley,Myanna Buring,1
Michael Smiley,Neil Maskell,1
Myanna Buring,Neil Maskell,1
Ginnifer Goodwin,Jennifer Aniston,1
Ginnifer Goodwin,Jennifer Connelly,1
Ginnifer Goodwin,Morgan Lily,1
Jennifer Aniston,Jennifer Connelly,1
Jennifer Aniston,Morgan Lily,1
Jennifer Connelly,Morgan Lily,1
Alan Cumming,Cher,1
Alan Cumming,Christina Aguilera,1
Alan Cumming,Eric Dane,1
Cher,Christina Aguilera,1
Cher,Eric Dane,1
Christina Aguilera,Eric Dane,1
Abbie Cornish,Anthony Hopkins,1
Abbie Cornish,Colin Farrell,1
Abbie Cornish,Jeffrey Dean Morgan,1
Jodie Foster,Kasi Lemmons,1
Anthony Hopkins,Jeffrey Dean Morgan,1
Colin Farrell,Jeffrey Dean Morgan,1
Danny Denzongpa,Hrishitaa Bhatt,1
Danny Denzongpa,Kareena Kapoor,1
Danny Denzongpa,Shah Rukh Khan,1
Hrishitaa Bhatt,Kareena Kapoor,1
Hrishitaa Bhatt,Shah Rukh Khan,1
Kareena Kapoor,Shah Rukh Khan,1
Jodie Foster,Lawrence A. Bonney,1
Clark Duke,John Cusack,1
Kasi Lemmons,Lawrence A. Bonney,1
Craig Robinson,John Cusack,1
Edward Burns,Matt Damon,1
John Cusack,Rob Corddry,1
Leslie Mann,Matthew Perry,1
Leslie Mann,Thomas Lennon,1
Leslie Mann,Zac Efron,1
Matthew Perry,Thomas Lennon,1
Matthew Perry,Zac Efron,1
Thomas Lennon,Zac Efron,1
Heather Langenkamp,Jf Davis,1
Heather Langenkamp,Miko Hughes,1
Jf Davis,Miko Hughes,1
Jf Davis,Robert Englund,1
Miko Hughes,Robert Englund,1
Adam Herschman,Blake Lively,1
Adam Herschman,Jonah Hill,1
Adam Herschman,Justin Long,1
Blake Lively,Jonah Hill,1
Blake Lively,Justin Long,1
Edward Burns,Tom Hanks,1
Callum Blue,Jordi Molla,1
Callum Blue,Michael Vartan,1
Callum Blue,Zoe Saldana,1
Jordi Molla,Michael Vartan,1
Jordi Molla,Zoe Saldana,1
Michael Vartan,Zoe Saldana,1
Danny Glover,Jack Black,1
Danny Glover,Mia Farrow,1
Danny Glover,Yasiin Bey,1
Jack Black,Mia Farrow,1
Jack Black,Yasiin Bey,1
Mia Farrow,Yasiin Bey,1
Amy Smart,Vince Vieluf,1
Amy Smart,Whoopi Goldberg,1
Breckin Meyer,Vince Vieluf,1
Breckin Meyer,Whoopi Goldberg,1
Vince Vieluf,Whoopi Goldberg,1
Guillaume Bouchede,Kevin Janssens,1
Guillaume Bouchede,Matilda Anna Ingrid Lutz,1
Guillaume Bouchede,Vincent Colombe,1
Kevin Janssens,Matilda Anna Ingrid Lutz,1
Kevin Janssens,Vincent Colombe,1
Matilda Anna Ingrid Lutz,Vincent Colombe,1
Jordi Molla,Karl Urban,1
Jordi Molla,Katee Sackhoff,1
Jordi Molla,Vin Diesel,1
Karl Urban,Katee Sackhoff,1
Karl Urban,Vin Diesel,1
Katee Sackhoff,Vin Diesel,1
Christian Camargo,Embeth Davidtz,1
Christian Camargo,Michael Nyqvist,1
Christian Camargo,Sharlto Copley,1
Embeth Davidtz,Michael Nyqvist,1
Embeth Davidtz,Sharlto Copley,1
Michael Nyqvist,Sharlto Copley,1
Ciaran Hinds,Daniel Radcliffe,1
Ciaran Hinds,Emma Shorey,1
Ciaran Hinds,Janet Mcteer,1
Daniel Radcliffe,Emma Shorey,1
Daniel Radcliffe,Janet Mcteer,1
Emma Shorey,Janet Mcteer,1
Seung-Wook Lee,Wi Ha-Joon,1
Seung-Wook Lee,Ye-Won Mun,1
Seung-Wook Lee,Yoo Je-Yoon,1
Wi Ha-Joon,Ye-Won Mun,1
Wi Ha-Joon,Yoo Je-Yoon,1
Ye-Won Mun,Yoo Je-Yoon,1
Anthony Mackie,Dwayne Johnson,1
Anthony Mackie,Mark Wahlberg,1
Anthony Mackie,Tony Shalhoub,1
Dwayne Johnson,Mark Wahlberg,1
Dwayne Johnson,Tony Shalhoub,1
Mark Wahlberg,Tony Shalhoub,1
Corey Haim,Everett Mcgill,1
Corey Haim,Gary Busey,1
Corey Haim,Megan Follows,1
Everett Mcgill,Gary Busey,1
Everett Mcgill,Megan Follows,1
Gary Busey,Megan Follows,1
Adam Sandler,Cloris Leachman,1
Adam Sandler,Paz Vega,1
Adam Sandler,Tea Leoni,1
Cloris Leachman,Paz Vega,1
Cloris Leachman,Tea Leoni,1
Paz Vega,Tea Leoni,1
Aaron Taylor-Johnson,Benicio Del Toro,1
Aaron Taylor-Johnson,Blake Lively,1
Aaron Taylor-Johnson,Taylor Kitsch,1
Benicio Del Toro,Blake Lively,1
Benicio Del Toro,Taylor Kitsch,1
Blake Lively,Taylor Kitsch,1
Devon Sawa,Ed O'Neill,1
Devon Sawa,Rick Moranis,1
Devon Sawa,Shawna Waldron,1
Ed O'Neill,Rick Moranis,1
Ed O'Neill,Shawna Waldron,1
Rick Moranis,Shawna Waldron,1
Ben Affleck,Ian Mongrain,1
Ben Affleck,Morgan Freeman,1
Ben Affleck,Russell Bobbitt,1
Ian Mongrain,Morgan Freeman,1
Ian Mongrain,Russell Bobbitt,1
Morgan Freeman,Russell Bobbitt,1
Anastasia Phillips,Crystal Reed,1
Anastasia Phillips,Emilia Jones,1
Anastasia Phillips,Mylene Farmer,1
Crystal Reed,Emilia Jones,1
Crystal Reed,Mylene Farmer,1
Emilia Jones,Mylene Farmer,1
Balthazar Getty,Chris Furrh,1
Balthazar Getty,Danuel Pipoly,1
Balthazar Getty,James Badge Dale,1
Chris Furrh,Danuel Pipoly,1
Chris Furrh,James Badge Dale,1
Danuel Pipoly,James Badge Dale,1
Danny Huston,Jim Carrey,1
Danny Huston,Logan Lerman,1
Danny Huston,Virginia Madsen,1
Jim Carrey,Logan Lerman,1
Jim Carrey,Virginia Madsen,1
Logan Lerman,Virginia Madsen,1
Angelina Jolie,Chiwetel Ejiofor,1
Angelina Jolie,Daniel Olbrychski,1
Angelina Jolie,Liev Schreiber,1
Chiwetel Ejiofor,Daniel Olbrychski,1
Chiwetel Ejiofor,Liev Schreiber,1
